image1,image2,score,same_eye
Img_7_1_4.jpg,Img_175_1_5.jpg,0.4334554335081765,False
Img_7_1_4.jpg,Img_99_1_5.jpg,0.4705655692687442,False
Img_7_1_4.jpg,Img_185_1_1.jpg,0.42258292412091303,False
Img_7_1_4.jpg,Img_52_1_1.jpg,0.47127411601357605,False
Img_7_1_4.jpg,Img_208_1_2.jpg,0.4714879343629344,False
Img_7_1_4.jpg,Img_32_1_5.jpg,0.46714331838565026,False
Img_7_1_4.jpg,Img_148_1_5.jpg,0.4644114568058655,False
Img_7_1_4.jpg,Img_137_1_5.jpg,0.4736487351743671,False
Img_7_1_4.jpg,Img_237_1_2.jpg,0.4649911104026234,False
Img_7_1_4.jpg,Img_165_1_4.jpg,0.4681333377555798,False
Img_7_1_4.jpg,Img_6_1_4.jpg,0.4716513168187745,False
Img_7_1_4.jpg,Img_166_1_1.jpg,0.4522518136020151,False
Img_7_1_4.jpg,Img_59_1_4.jpg,0.48296801634706066,False
Img_7_1_4.jpg,Img_101_1_3.jpg,0.4642730226364847,False
Img_7_1_4.jpg,Img_42_1_2.jpg,0.4480714149008886,False
Img_7_1_4.jpg,Img_183_1_1.jpg,0.461016421961752,False
Img_7_1_4.jpg,Img_128_1_3.jpg,0.47088899100618326,False
Img_7_1_4.jpg,Img_42_1_4.jpg,0.4403582204831575,False
Img_7_1_4.jpg,Img_112_1_4.jpg,0.48020511551155115,False
Img_7_1_4.jpg,Img_201_1_1.jpg,0.46541822164948454,False
Img_7_1_4.jpg,Img_10_1_4.jpg,0.4140034693717688,False
Img_7_1_4.jpg,Img_28_1_1.jpg,0.4795781920816579,False
Img_7_1_4.jpg,Img_130_1_3.jpg,0.4518776488738044,False
Img_7_1_4.jpg,Img_86_1_5.jpg,0.47704513880320787,False
Img_7_1_4.jpg,Img_134_1_1.jpg,0.46650916559691913,False
Img_7_1_4.jpg,Img_89_1_1.jpg,0.4782083724702611,False
Img_7_1_4.jpg,Img_61_1_4.jpg,0.45190029546570637,False
Img_7_1_4.jpg,Img_93_1_2.jpg,0.467746508667812,False
Img_7_1_4.jpg,Img_47_1_5.jpg,0.47376855027760645,False
Img_7_1_4.jpg,Img_135_1_2.jpg,0.4599120547945206,False
Img_7_1_4.jpg,Img_79_1_2.jpg,0.45652319932998325,False
Img_7_1_4.jpg,Img_73_1_3.jpg,0.4720385672621218,False
Img_7_1_4.jpg,Img_215_1_2.jpg,0.46128209130166564,False
Img_7_1_4.jpg,Img_164_1_5.jpg,0.46265254072924744,False
Img_7_1_4.jpg,Img_240_1_1.jpg,0.46064781753595563,False
Img_7_1_4.jpg,Img_224_1_2.jpg,0.4761632567144505,False
Img_7_1_4.jpg,Img_123_1_3.jpg,0.4592010444226686,False
Img_7_1_4.jpg,Img_222_1_2.jpg,0.4769959749552773,False
Img_7_1_4.jpg,Img_124_1_3.jpg,0.4350693830968538,False
Img_7_1_4.jpg,Img_222_1_4.jpg,0.4793476064157927,False
Img_7_1_4.jpg,Img_45_1_4.jpg,0.45685017543859646,False
Img_7_1_4.jpg,Img_8_1_5.jpg,0.47462248257164985,False
Img_7_1_4.jpg,Img_219_1_2.jpg,0.46276148801128353,False
Img_7_1_4.jpg,Img_2_1_1.jpg,0.48646943792464487,False
Img_7_1_4.jpg,Img_94_1_4.jpg,0.4491989859594384,False
Img_7_1_4.jpg,Img_33_1_5.jpg,0.45999990848848216,False
Img_7_1_4.jpg,Img_235_1_4.jpg,0.48446865471200123,False
Img_7_1_4.jpg,Img_105_1_4.jpg,0.46303252990523536,False
Img_7_1_4.jpg,Img_166_1_2.jpg,0.4369314999213465,False
Img_7_1_4.jpg,Img_117_1_3.jpg,0.4565647643490434,False
Img_7_1_4.jpg,Img_147_1_5.jpg,0.44382720114144686,False
Img_7_1_4.jpg,Img_80_1_2.jpg,0.46153643659711074,False
Img_7_1_4.jpg,Img_180_1_2.jpg,0.4631745399104524,False
Img_7_1_4.jpg,Img_30_1_1.jpg,0.4720195945945946,False
Img_7_1_4.jpg,Img_186_1_2.jpg,0.4657099136335595,False
Img_7_1_4.jpg,Img_93_1_4.jpg,0.4691948233379823,False
Img_7_1_4.jpg,Img_201_1_6.jpg,0.4575969138276553,False
Img_7_1_4.jpg,Img_87_1_2.jpg,0.4773571419538413,False
Img_7_1_4.jpg,Img_159_1_5.jpg,0.4618134299814929,False
Img_7_1_4.jpg,Img_211_1_5.jpg,0.4643609260991581,False
Img_7_1_4.jpg,Img_219_1_3.jpg,0.4619479865717521,False
Img_7_1_4.jpg,Img_124_1_5.jpg,0.4398514312152992,False
Img_7_1_4.jpg,Img_77_1_1.jpg,0.44867798806479114,False
Img_7_1_4.jpg,Img_2_1_5.jpg,0.49254251696483653,False
Img_7_1_4.jpg,Img_82_1_2.jpg,0.47442991673275176,False
Img_7_1_4.jpg,Img_131_1_1.jpg,0.4742998889574337,False
Img_7_1_4.jpg,Img_88_1_4.jpg,0.4437108024691358,False
Img_7_1_4.jpg,Img_62_1_3.jpg,0.46054225347559,False
Img_7_1_4.jpg,Img_17_1_4.jpg,0.4471744800185156,False
Img_7_1_4.jpg,Img_237_1_1.jpg,0.46293106712564547,False
Img_7_1_4.jpg,Img_209_1_3.jpg,0.47704513880320787,False
Img_7_1_4.jpg,Img_152_1_5.jpg,0.48209285626156695,False
Img_7_1_4.jpg,Img_129_1_5.jpg,0.4834212029611351,False
Img_7_1_4.jpg,Img_9_1_1.jpg,0.4855206790123457,False
Img_7_1_4.jpg,Img_41_1_2.jpg,0.46176620095124854,False
Img_7_1_4.jpg,Img_55_1_1.jpg,0.470520704138357,False
Img_7_1_4.jpg,Img_196_1_4.jpg,0.4700490840415486,False
Img_7_1_4.jpg,Img_68_1_3.jpg,0.4759283456472856,False
Img_7_1_4.jpg,Img_188_1_5.jpg,0.43862094170403587,False
Img_7_1_4.jpg,Img_200_1_4.jpg,0.4697424225326885,False
Img_7_1_4.jpg,Img_194_1_2.jpg,0.4551716964836521,False
Img_7_1_4.jpg,Img_1_1_3.jpg,0.48634356570018505,False
Img_7_1_4.jpg,Img_12_1_5.jpg,0.4608059290462204,False
Img_7_1_4.jpg,Img_5_1_1.jpg,0.4718885685347738,False
Img_7_1_4.jpg,Img_48_1_3.jpg,0.4456021207658321,False
Img_7_1_4.jpg,Img_198_1_3.jpg,0.4373718507094386,False
Img_7_1_4.jpg,Img_125_1_4.jpg,0.46227958302308264,False
Img_7_1_4.jpg,Img_213_1_1.jpg,0.44342970297029705,False
Img_7_1_4.jpg,Img_203_1_3.jpg,0.47925904996915486,False
Img_7_1_4.jpg,Img_112_1_1.jpg,0.4734547787328876,False
Img_7_1_4.jpg,Img_98_1_1.jpg,0.4903286057988896,False
Img_7_1_4.jpg,Img_155_1_5.jpg,0.45180074329813164,False
Img_7_1_4.jpg,Img_160_1_4.jpg,0.4490497805642633,False
Img_7_1_4.jpg,Img_153_1_5.jpg,0.45989054837582954,False
Img_7_1_4.jpg,Img_179_1_1.jpg,0.4830669771745836,False
Img_7_1_4.jpg,Img_109_1_3.jpg,0.46438156693399135,False
Img_7_1_4.jpg,Img_197_1_1.jpg,0.456677156076496,False
Img_7_1_4.jpg,Img_182_1_4.jpg,0.4674401035664227,False
Img_7_1_4.jpg,Img_189_1_3.jpg,0.4561833594672062,False
Img_7_1_4.jpg,Img_127_1_3.jpg,0.45368878251515743,False
Img_7_1_4.jpg,Img_148_1_1.jpg,0.4695771332903017,False
Img_7_1_4.jpg,Img_103_1_4.jpg,0.472388744017292,False
Img_7_1_4.jpg,Img_127_1_2.jpg,0.45837608268092417,False
Img_7_1_4.jpg,Img_42_1_1.jpg,0.44611982712093107,False
Img_7_1_4.jpg,Img_203_1_5.jpg,0.4666840345465762,False
Img_7_1_4.jpg,Img_224_1_1.jpg,0.4665233599663583,False
Img_7_1_4.jpg,Img_204_1_5.jpg,0.4713978442508168,False
Img_7_1_4.jpg,Img_139_1_4.jpg,0.4516078554957725,False
Img_7_1_4.jpg,Img_77_1_4.jpg,0.44624674785699353,False
Img_7_1_4.jpg,Img_213_1_3.jpg,0.4607396121525533,False
Img_7_1_4.jpg,Img_114_1_4.jpg,0.4692661097461097,False
Img_7_1_4.jpg,Img_208_1_1.jpg,0.470491961752005,False
Img_7_1_4.jpg,Img_111_1_4.jpg,0.4502804347826087,False
Img_7_1_4.jpg,Img_84_1_1.jpg,0.4727291265666099,False
Img_7_1_4.jpg,Img_187_1_2.jpg,0.478057004950495,False
Img_7_1_4.jpg,Img_135_1_1.jpg,0.4686322763726095,False
Img_7_1_4.jpg,Img_176_1_1.jpg,0.46955168213457077,False
Img_7_1_4.jpg,Img_72_1_3.jpg,0.469510880106277,False
Img_7_1_4.jpg,Img_4_1_3.jpg,0.48575794599436906,False
Img_7_1_4.jpg,Img_223_1_1.jpg,0.4660912220916569,False
Img_7_1_4.jpg,Img_59_1_2.jpg,0.47701344329249135,False
Img_7_1_4.jpg,Img_212_1_4.jpg,0.46227004955401385,False
Img_7_1_4.jpg,Img_211_1_2.jpg,0.470553807710244,False
Img_7_1_4.jpg,Img_214_1_4.jpg,0.46517857495373227,False
Img_7_1_4.jpg,Img_44_1_1.jpg,0.48740624305983965,False
Img_7_1_4.jpg,Img_66_1_4.jpg,0.4576855900470092,False
Img_7_1_4.jpg,Img_58_1_4.jpg,0.45127521283158545,False
Img_7_1_4.jpg,Img_155_1_3.jpg,0.4485299629858112,False
Img_7_1_4.jpg,Img_190_1_2.jpg,0.467501220657277,False
Img_7_1_4.jpg,Img_119_1_6.jpg,0.44498880689985626,False
Img_7_1_4.jpg,Img_127_1_1.jpg,0.45573479827089336,False
