image1,image2,score,same_eye
salal3.bmp,yannr2.bmp,0.4664488604957227,False
salal3.bmp,chongpkr5.bmp,0.4565483464932652,False
salal3.bmp,tickl3.bmp,0.457071030975497,False
salal3.bmp,tanwnr4.bmp,0.43955123591782636,False
salal3.bmp,chingycl5.bmp,0.45602580645161295,False
salal3.bmp,ongblr2.bmp,0.45274959406426296,False
salal3.bmp,hockr3.bmp,0.4549116057585825,False
salal3.bmp,tickl5.bmp,0.4619792074727315,False
salal3.bmp,zaridahr3.bmp,0.46541802762944046,False
salal3.bmp,nkll3.bmp,0.4630641744922472,False
salal3.bmp,kelvinl2.bmp,0.45116337679116747,False
salal3.bmp,nkll5.bmp,0.46057102143335565,False
salal3.bmp,ngkokwhyl3.bmp,0.4332463924344396,False
salal3.bmp,lowyfl1.bmp,0.4401819696969697,False
salal3.bmp,loker3.bmp,0.4659441010342084,False
salal3.bmp,tickl2.bmp,0.45458164739884394,False
salal3.bmp,salar5.bmp,0.44279979937233804,False
salal3.bmp,fatmal4.bmp,0.461951272642824,False
salal3.bmp,tingcyr1.bmp,0.44292963074280806,False
salal3.bmp,chualsl3.bmp,0.4381928806805944,False
salal3.bmp,ngkokwhyr4.bmp,0.4513055456995284,False
salal3.bmp,pcll2.bmp,0.4681106084533209,False
salal3.bmp,minglil4.bmp,0.45889010612638687,False
salal3.bmp,philipl3.bmp,0.4447450856665274,False
salal3.bmp,sarinar1.bmp,0.4657807660991858,False
salal3.bmp,salal4.bmp,0.2244567529880478,True
salal3.bmp,liujwl2.bmp,0.4596414341780668,False
salal3.bmp,mazwanr3.bmp,0.43761649547878506,False
salal3.bmp,tickl4.bmp,0.4636760498506777,False
salal3.bmp,christiner3.bmp,0.4575809137055838,False
salal3.bmp,bryanl2.bmp,0.4506353811163019,False
salal3.bmp,bryanl1.bmp,0.45733369474174035,False
salal3.bmp,vimalal4.bmp,0.47535052949372963,False
salal3.bmp,suzailir2.bmp,0.4520038297872341,False
salal3.bmp,chualsr3.bmp,0.4595549247288023,False
salal3.bmp,zaridahl1.bmp,0.4676264331210191,False
salal3.bmp,lpjr2.bmp,0.4686143044619423,False
salal3.bmp,tanwnr1.bmp,0.43526233019070065,False
salal3.bmp,ngkokwhyr3.bmp,0.4487681328379006,False
salal3.bmp,kelvinr1.bmp,0.4264156720741599,False
salal3.bmp,bryanl4.bmp,0.464436618671621,False
salal3.bmp,zaridahl3.bmp,0.46201904210965183,False
salal3.bmp,weecml3.bmp,0.4411285971223022,False
salal3.bmp,philipl2.bmp,0.44888264125183786,False
salal3.bmp,vimalal5.bmp,0.47665145915297386,False
salal3.bmp,christinel5.bmp,0.4452998641862589,False
salal3.bmp,norazal1.bmp,0.4691252389236836,False
salal3.bmp,salar4.bmp,0.43829870940981275,False
salal3.bmp,sarinar5.bmp,0.4639796192510681,False
salal3.bmp,pcll1.bmp,0.4505223311546841,False
salal3.bmp,masr4.bmp,0.4514262686567164,False
salal3.bmp,sarinar2.bmp,0.4597225782688766,False
salal3.bmp,weecml1.bmp,0.4346188296041308,False
salal3.bmp,mazwanl2.bmp,0.45293168208856577,False
salal3.bmp,chingycl4.bmp,0.44946131639722864,False
salal3.bmp,fatmar2.bmp,0.45384688341848584,False
salal3.bmp,zaridahr2.bmp,0.4695801969561325,False
salal3.bmp,bryanl3.bmp,0.4627532082551595,False
salal3.bmp,zulaikahl1.bmp,0.4652375562514498,False
salal3.bmp,norazar5.bmp,0.46723332059300443,False
salal3.bmp,ngkokwhyl1.bmp,0.4369453067899842,False
